Wall time,Step,Value
1738667417.3321397,0,-0.8744750022888184
1738667475.9995377,3,-0.813359260559082
1738667496.3401132,4,-0.7694158554077148
1738667630.206568,10,-0.4350599944591522
1738667654.6321476,11,-0.3954088091850281
1738667730.373821,14,-0.29268476366996765
1738667756.2990558,15,-0.2673373520374298
1738667834.0749629,18,-0.21642109751701355
1738667860.1962578,19,-0.2107357680797577
1738667886.4223473,20,-0.2063572257757187
1738667939.0922117,22,-0.18740300834178925
1738667965.2654402,23,-0.18244606256484985
1738668044.7328682,26,-0.17402128875255585
1738668070.9284494,27,-0.1703518033027649
1738668228.6355355,33,-0.1684606969356537
1738668308.0829077,36,-0.16499552130699158
1738668334.5360053,37,-0.16760818660259247
1738668361.0763052,38,-0.16978880763053894
1738668387.311562,39,-0.16864576935768127
1738668413.6408136,40,-0.1706366240978241
1738668598.9527755,47,-0.1628745049238205
1738668625.441645,48,-0.16318510472774506
1738668652.0778975,49,-0.1567387878894806
1738668705.0246844,51,-0.16332465410232544
1738668731.2482347,52,-0.16326509416103363
1738668784.1504602,54,-0.1601729840040207
1738668863.1439369,57,-0.16559705138206482
1738668942.1636152,60,-0.1673780083656311
1738668968.5614667,61,-0.16887670755386353
1738668995.0934348,62,-0.17037445306777954
1738669021.148303,63,-0.17266243696212769
1738669073.5599456,65,-0.17764827609062195
1738669099.6513238,66,-0.17652323842048645
1738669125.7692053,67,-0.17876151204109192
1738669152.2068682,68,-0.18282240629196167
1738669204.338047,70,-0.17752346396446228
1738669230.3550622,71,-0.18334931135177612
1738669387.217797,77,-0.17406849563121796
1738669439.556155,79,-0.1762753427028656
1738669465.6546266,80,-0.17094723880290985
1738669518.1712596,82,-0.17464391887187958
1738669544.4475446,83,-0.17902836203575134
1738669596.853426,85,-0.16995257139205933
1738669700.9974544,89,-0.17057035863399506
1738669727.2445235,90,-0.16717669367790222
1738669857.8646488,95,-0.1659339815378189
1738669962.0402853,99,-0.16425949335098267
1738669988.0805023,100,-0.16298449039459229
1738670066.8255873,103,-0.1534680426120758
1738670144.8798404,106,-0.15458087623119354
1738670171.1924841,107,-0.15005379915237427
1738670223.6062837,109,-0.1530868411064148
1738670353.8230407,114,-0.14438828825950623
1738670406.3714845,116,-0.1446155607700348
1738670536.5495348,121,-0.14796669781208038
1738670640.3826885,125,-0.14147572219371796
1738670666.3607538,126,-0.14213883876800537
1738670718.6759286,128,-0.14330598711967468
1738670770.9946284,130,-0.1432122439146042
1738670797.0897243,131,-0.14379245042800903
1738670823.219243,132,-0.14099431037902832
1738670928.2725103,136,-0.1402273178100586
1738670954.516442,137,-0.13569103181362152
1738671111.632054,143,-0.13908299803733826
1738671137.8006444,144,-0.13685253262519836
1738671190.230434,146,-0.1344149112701416
1738671216.3390634,147,-0.13612693548202515
1738671294.792262,150,-0.13042058050632477
1738671477.4253669,157,-0.13321691751480103
1738671529.6430392,159,-0.13018161058425903
1738671555.8076963,160,-0.13218675553798676
1738671608.2013288,162,-0.13175281882286072
1738671660.1561794,164,-0.13310083746910095
1738671712.2131236,166,-0.1343928724527359
1738671816.8930523,170,-0.1294635534286499
1738671843.1258123,171,-0.1304314136505127
1738671869.314808,172,-0.12933823466300964
1738671947.4801233,175,-0.13036082684993744
1738671973.5725698,176,-0.1294553130865097
1738671999.448873,177,-0.12651708722114563
1738672025.6914575,178,-0.1279473602771759
1738672077.797375,180,-0.1272747814655304
1738672103.937079,181,-0.12968546152114868
1738672182.3205872,184,-0.12986718118190765
1738672208.788348,185,-0.1324879676103592
1738672234.945425,186,-0.12875619530677795
1738672313.0625665,189,-0.1234063133597374
1738672339.410013,190,-0.12615390121936798
1738672365.5999658,191,-0.12637701630592346
1738672391.7057967,192,-0.1265128254890442
1738672470.1369572,195,-0.12430980801582336
1738672574.5931976,199,-0.12538328766822815
1738672600.6342869,200,-0.1281544268131256
1738672652.582916,202,-0.1295517385005951
1738672678.5114653,203,-0.1276005208492279
1738672704.547976,204,-0.12670326232910156
1738672730.49347,205,-0.1252942979335785
1738672782.523011,207,-0.12338542193174362
1738672834.852231,209,-0.1254749596118927
1738672886.8816764,211,-0.12484809011220932
1738672938.7032485,213,-0.1285102814435959
1738672990.7817547,215,-0.12568384408950806
1738673016.8941424,216,-0.12653127312660217
1738673068.8636944,218,-0.12375326454639435
1738673094.841078,219,-0.12420189380645752
1738673120.7803094,220,-0.1254492700099945
1738673146.9523513,221,-0.12470908463001251
1738673173.0753434,222,-0.125672847032547
1738673225.1133795,224,-0.12530027329921722
1738673251.1163435,225,-0.12473733723163605
1738673355.4053051,229,-0.12605690956115723
1738673511.838563,235,-0.12066036462783813
1738673564.0054493,237,-0.12334989756345749
1738673590.1016839,238,-0.12391172349452972
1738673616.111368,239,-0.12353408336639404
1738673668.535847,241,-0.1230095624923706
1738673694.6620128,242,-0.12303926050662994
1738673746.7532535,244,-0.12441365420818329
1738673772.9227467,245,-0.12113311141729355
1738673798.9856653,246,-0.12115909904241562
1738673825.1230922,247,-0.12258933484554291
1738673955.8693855,252,-0.12173508107662201
1738673982.064971,253,-0.12148964405059814
1738674008.0280979,254,-0.11876895278692245
1738674086.4071379,257,-0.11946792900562286
1738674112.4964213,258,-0.11892244219779968
1738674138.700657,259,-0.11821505427360535
1738674164.932294,260,-0.12171915173530579
1738674217.1221066,262,-0.12259967625141144
1738674425.8218043,270,-0.1209937334060669
1738674451.9135485,271,-0.11869531124830246
1738674529.56285,274,-0.11964838206768036
1738674555.5274553,275,-0.11748705804347992
1738674581.5721602,276,-0.11898940801620483
1738674633.5955439,278,-0.11855520308017731
1738674685.6237617,280,-0.12085080146789551
1738674737.6842403,282,-0.11925224959850311
1738674763.706148,283,-0.11975222826004028
1738674815.8694787,285,-0.12002520263195038
1738674868.2824035,287,-0.11636970937252045
1738674894.4010234,288,-0.11752757430076599
1738674946.5471334,290,-0.11551638692617416
1738675076.3820803,295,-0.11830037087202072
1738675102.433251,296,-0.11712497472763062
1738675128.3812268,297,-0.11662834137678146
1738675154.3064775,298,-0.11632057279348373
1738675310.1240225,304,-0.117465540766716
1738675362.2900696,306,-0.11857694387435913
1738675414.3837464,308,-0.11911237239837646
1738675440.327362,309,-0.11515887826681137
1738675518.4834406,312,-0.11489079892635345
1738675544.7207437,313,-0.11583755910396576
1738675622.5371003,316,-0.1168074831366539
1738675674.3687305,318,-0.11856120079755783
1738675700.233027,319,-0.11562012135982513
1738675778.4006069,322,-0.1166817843914032
1738675830.4399683,324,-0.11783485114574432
1738675960.630264,329,-0.11657112836837769
1738675986.6195838,330,-0.11405138671398163
1738676012.6712117,331,-0.11954320967197418
1738676038.6086566,332,-0.11811095476150513
1738676168.4521487,337,-0.11868926137685776
1738676194.3475215,338,-0.1193564385175705
1738676246.136993,340,-0.114345982670784
1738676324.3654737,343,-0.11675768345594406
1738676350.330039,344,-0.11595191806554794
1738676376.3820643,345,-0.11565613746643066
1738676402.3199615,346,-0.11357614398002625
1738676454.3428135,348,-0.11506398022174835
1738676506.239619,350,-0.11446110904216766
1738676558.1115036,352,-0.11434946954250336
1738676584.2170923,353,-0.1155540943145752
1738676610.200328,354,-0.11695530265569687
1738676714.1745958,358,-0.11273686587810516
1738676766.1614408,360,-0.11573537439107895
1738676818.0372872,362,-0.11540015786886215
1738676844.0877817,363,-0.11496482789516449
1738676869.924671,364,-0.1138928160071373
1738676895.9362621,365,-0.11540248245000839
1738676921.795899,366,-0.1138482540845871
1738676947.7004998,367,-0.11301900446414948
1738676973.5904472,368,-0.11250516027212143
1738677130.1393692,374,-0.11066737025976181
1738677207.8313174,377,-0.11132854223251343
1738677233.6411023,378,-0.10972043126821518
1738677414.8789146,385,-0.11112987995147705
1738677440.7630415,386,-0.11189024895429611
1738677544.3328905,390,-0.11162348836660385
1738677570.230601,391,-0.11175944656133652
1738677596.1940935,392,-0.11136051267385483
1738677622.1076841,393,-0.11018295586109161
1738677648.0132313,394,-0.10955946147441864
1738677673.870444,395,-0.11110856384038925
1738677699.8185282,396,-0.10876099765300751
1738677725.5840487,397,-0.11016164720058441
1738677751.5086503,398,-0.11119990050792694
1738677777.3973658,399,-0.10864927619695663
1738677829.3642087,401,-0.10943590104579926
1738677855.033836,402,-0.1092061921954155
1738677906.911079,404,-0.11044631898403168
1738678010.4774446,408,-0.11016339063644409
1738678036.4291117,409,-0.1078740805387497
1738678114.169598,412,-0.11068327724933624
1738678140.1685445,413,-0.10905852168798447
1738678166.087372,414,-0.10989135503768921
1738678192.0212467,415,-0.11279724538326263
1738678269.6943197,418,-0.11022713035345078
1738678347.3783603,421,-0.11015118658542633
1738678373.1926856,422,-0.1120070070028305
1738678450.9468968,425,-0.11000192165374756
1738678476.5737057,426,-0.10885926336050034
1738678580.345338,430,-0.11143794655799866
1738678606.306996,431,-0.10922949016094208
1738678684.2213233,434,-0.11199351400136948
1738678710.1844656,435,-0.11120939254760742
1738678736.1522264,436,-0.11215399950742722
1738678762.1108313,437,-0.11221688985824585
1738678787.922676,438,-0.1104523167014122
1738678813.9183757,439,-0.10808183252811432
1738678839.904238,440,-0.10905139893293381
1738678865.8806794,441,-0.11069899797439575
1738678917.5106316,443,-0.11211852729320526
1738678943.5167441,444,-0.11047075688838959
1738678969.468522,445,-0.10945542901754379
1738678995.4748423,446,-0.11048072576522827
1738679099.0218256,450,-0.11041703075170517
1738679125.0484767,451,-0.1085045337677002
1738679150.972044,452,-0.11196952313184738
1738679176.9597573,453,-0.11022733151912689
1738679202.7928975,454,-0.11160530894994736
1738679254.551966,456,-0.11138933897018433
1738679306.4218466,458,-0.11076577752828598
1738679358.467502,460,-0.11057369410991669
1738679384.545446,461,-0.11111034452915192
1738679462.416639,464,-0.11041049659252167
1738679488.4467626,465,-0.1099199652671814
1738679514.3366342,466,-0.10955759882926941
1738679566.3306506,468,-0.10986174643039703
